author,idn,place,recipient,year,location,point,lat,lon
"Lindenlaub, Erich",996924116,"Grötzingen, Kreis Nürtingen","Heilbut, Iwan",1949-1950,,,,
"Lipton, Liane",996929002,Pörtschach,"Heilbut, Iwan",1966-1971,"Pörtschach am Wörthersee, Carinthia, Austria","(46.63639, 14.14639, 0.0)",46.63639,14.14639
"Lipton, Liane",996929371,Heidelberg,"Heilbut, Iwan",1951-1951,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Skulima, Ewalt",997739444,Heidelberg,"Heilbut, Iwan",1952-1952,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Walther, Karl-Heinz",1000086283,Heidelberg,"Heilbut, Iwan",1953-1953,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Ulmer, Elisabeth",999437747,Heidelberg,"Heilbut, Iwan",1951-1951,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Sternberger, Dolf",999664255,Heidelberg,"Heilbut, Iwan",1948-1948,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Hirschberg, Dorothea",996263187,Heidelberg,"Heilbut, Iwan",1951-1951,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Skulima, Loni",994253583,Heidelberg,"Heilbut, Iwan",1952-1953,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Szypula, Rudolf",993401325,Heidelberg,"Heilbut, Iwan",1953-1960,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Böckmann, Paul",993774660,Heidelberg,"Heilbut, Iwan",1948-1948,"Heidelberg, Baden-Württemberg, Germany","(49.40768, 8.69079, 0.0)",49.40768,8.69079
"Lohmeyer, Wolfgang",996938257,Baden-Baden,"Heilbut, Iwan",1948-1948,"Baden-Baden, Baden-Württemberg, Germany","(48.7606, 8.23975, 0.0)",48.7606,8.23975
"Rosengarten, Walter",999319566,Baden-Baden,"Heilbut, Iwan",1948-1955,"Baden-Baden, Baden-Württemberg, Germany","(48.7606, 8.23975, 0.0)",48.7606,8.23975
"Luschnat, David",996951008,Paris u.a.,"Heilbut, Iwan",1946-1967,"Gastonburg, Alabama, United States","(32.20736, -87.4375, 0.0)",32.20736,-87.4375
"Goll, Yvan",995867984,Paris u.a.,"Heilbut, Iwan",1948-1948,"Gastonburg, Alabama, United States","(32.20736, -87.4375, 0.0)",32.20736,-87.4375
"Dietschi, ...",996966781,Luzern,"Heilbut, Iwan",1967-1967,"Lucerne, Lucerne, Switzerland","(47.05048, 8.30635, 0.0)",47.05048,8.30635
"Maass, Joachim",996981810,"South Hadley, Mass.","Heilbut, Iwan",1945-1946,,,,
"Mager, Ingeborg",996989935,Haar bei München,"Heilbut, Iwan",1964-1964,,,,
"Mahler-Werfel, Alma Maria",996990178,"Beverly Hills, Calif.","Heilbut, Iwan",1948-1948,"Beverly Hills, California, United States","(34.07362, -118.40036, 0.0)",34.07362,-118.40036
"Frank, Bruno",994910517,"Beverly Hills, Calif.","Heilbut, Iwan",1940-1948,"Beverly Hills, California, United States","(34.07362, -118.40036, 0.0)",34.07362,-118.40036
"Mainzer, Otto",996994432,"Chicago, Ill.","Heilbut, Iwan",1943-1967,,,,
"Reich, Hanns Leo",998322865,"Chicago, Ill.","Heilbut, Iwan",1944-1944,,,,
"Sternthal, Friedrich",999298747,"Chicago, Ill.","Heilbut, Iwan",1944-1949,,,,
"Cahnman, Werner Jacob",994340699,"Chicago, Ill.","Heilbut, Iwan",1942-1942,,,,
"Mann, Erika",996995315,Kilchberg,"Heilbut, Iwan",1965-1965,"Kilchberg, Zurich, Switzerland","(47.32438, 8.54548, 0.0)",47.32438,8.54548
"Mann, Thomas",1022073893,"Pacific Palisades, Calif.","Heilbut, Iwan",1944-1944,"Palisades Park, California, United States","(32.80227, -117.25948, 0.0)",32.80227,-117.25948
"Mannheim, Lucie",996995773,Bad Harzburg,"Heilbut, Iwan",1966-1966,"Bad Harzburg, Lower Saxony, Germany","(51.88268, 10.56157, 0.0)",51.88268,10.56157
"Maringer, Karen",1000142280,Hjertingskov,"Heilbut, Iwan",1945-1946,,,,
"Martin, George",997058781,"Staten Island, NY","Heilbut, Iwan",1946-1946,"Staten Island, New York, United States","(40.56233, -74.13986, 0.0)",40.56233,-74.13986
"Masereel, Frans",997070951,Nizza,"Heilbut, Iwan",1964-1964,"Nice, Provence-Alpes-Côte d'Azur, France","(43.70313, 7.26608, 0.0)",43.70313,7.26608
"Mautz, Kurt",99707132X,Bad Godesberg u.a.,"Heilbut, Iwan",1948-1949,,,,
"Mell, Max",997090979,Wien,"Heilbut, Iwan",1948-1948,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Terwin-Moissi, Johanna",997099135,Wien,"Heilbut, Iwan",1957-1957,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Schönwiese, Ernst",997732792,Wien,"Heilbut, Iwan",1967-1967,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Werner, Arthur",99995444X,Wien,"Heilbut, Iwan",1967-1967,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Stern, Desider",999291831,Wien,"Heilbut, Iwan",1966-1970,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Kinski, Klaus",996644857,Wien,"Heilbut, Iwan",1958-1958,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Stercken, Hans",994333935,Wien,"Heilbut, Iwan",1954-1954,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Daskaljuk, Paula",994641567,Wien,"Heilbut, Iwan",1953-1954,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Wiesenthal, Simon",994632711,Wien,"Heilbut, Iwan",1967-1967,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Benedikt, Ernst Martin",993620701,Wien,"Heilbut, Iwan",1967-1970,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Bouda, Franz",993776760,Wien,"Heilbut, Iwan",1948-1948,"Vienna, Vienna, Austria","(48.20849, 16.37208, 0.0)",48.20849,16.37208
"Meyer, William",997098643,"Pittsburgh, Pa.","Heilbut, Iwan",1966-1966,"Pittsburgh, Pennsylvania, United States","(40.44062, -79.99589, 0.0)",40.44062,-79.99589
"Milch, Werner",997098813,"Marburg, Lahn","Heilbut, Iwan",1948-1948,"Marburg, Hesse, Germany","(50.80904, 8.77069, 0.0)",50.80904,8.77069
"Mollier, Hans",997099674,[München],"Heilbut, Iwan",1965-1965,"Munich, Bavaria, Germany","(48.13743, 11.57549, 0.0)",48.13743,11.57549
"Moos, Marianne",997107928,"Woodmere, NY","Heilbut, Iwan",1942-1942,"Woodmere, New York, United States","(40.63205, -73.71263, 0.0)",40.63205,-73.71263
"Mühlbächer, Walter",997109602,Berlin-Schöneberg,"Heilbut, Iwan",1957-1957,"Schöneberg, Berlin, Germany","(52.46667, 13.35, 0.0)",52.46667,13.35
"Müller-Jabusch, Maximilian",997113812,Berlin-Schöneberg,"Heilbut, Iwan",1955-1955,"Schöneberg, Berlin, Germany","(52.46667, 13.35, 0.0)",52.46667,13.35
"Hirschfeld, Hans Emil",996263667,Berlin-Schöneberg,"Heilbut, Iwan",1955-1959,"Schöneberg, Berlin, Germany","(52.46667, 13.35, 0.0)",52.46667,13.35
"Krüger, Hans",996723358,Berlin-Schöneberg,"Heilbut, Iwan",1959-1959,"Schöneberg, Berlin, Germany","(52.46667, 13.35, 0.0)",52.46667,13.35
"Meurer, Kurt",994771339,Berlin-Schöneberg,"Heilbut, Iwan",1962-1962,"Schöneberg, Berlin, Germany","(52.46667, 13.35, 0.0)",52.46667,13.35
"Müller, Margret",997113561,Neugermering bei München,"Heilbut, Iwan",1964-1964,,,,
"Müssener, Helmut",997124024,Stockholm,"Heilbut, Iwan",1970-1971,"Stockholm, Stockholm, Sweden","(59.32938, 18.06871, 0.0)",59.32938,18.06871
"H°akansson, Lo",99592452X,Stockholm,"Heilbut, Charlotte",1943-1957,"Stockholm, Stockholm, Sweden","(59.32938, 18.06871, 0.0)",59.32938,18.06871
"Müller-Horn, ...",994487207,Stockholm,"Heilbut, Iwan",1960-1960,"Stockholm, Stockholm, Sweden","(59.32938, 18.06871, 0.0)",59.32938,18.06871
"Drese, Claus Helmut",997235942,Mannheim,"Heilbut, Iwan",1952-1952,"Mannheim, Baden-Württemberg, Germany","(49.4891, 8.46694, 0.0)",49.4891,8.46694
"Huber, Naomi",993403794,Mannheim,"Heilbut, Iwan",1953-1953,"Mannheim, Baden-Württemberg, Germany","(49.4891, 8.46694, 0.0)",49.4891,8.46694
"Kleiber, Otto",997237015,Basel,"Heilbut, Iwan",1940-1957,"Basel, Basel-City, Switzerland","(47.55839, 7.57327, 0.0)",47.55839,7.57327
"Meyer, James",998745391,Basel,"Heilbut, Iwan",1956-1959,"Basel, Basel-City, Switzerland","(47.55839, 7.57327, 0.0)",47.55839,7.57327
"Horwitz, Kurt",996397728,Basel,"Heilbut, Iwan",1963-1963,"Basel, Basel-City, Switzerland","(47.55839, 7.57327, 0.0)",47.55839,7.57327
"Adler, Hermann",992987555,Basel,"Heilbut, Iwan",1948-1948,"Basel, Basel-City, Switzerland","(47.55839, 7.57327, 0.0)",47.55839,7.57327
"Franke, Hans",99723735X,Heilbronn u.a.,"Heilbut, Iwan",1950-1962,,,,
"Wenninger, Hermann",997237473,München-Geiselgasteig,"Heilbut, Iwan",1955-1955,"Geiselgasteig, Bavaria, Germany","(48.06122, 11.545, 0.0)",48.06122,11.545
"Hartung, Rudolf",997256354,Berlin-Lichterfelde,"Heilbut, Iwan",1960-1960,"Lichterfelde, Berlin, Germany","(52.4333, 13.30762, 0.0)",52.4333,13.30762
"Dix, ...",1000885313,Berlin-Lichterfelde,"Heilbut, Iwan",1959-1960,"Lichterfelde, Berlin, Germany","(52.4333, 13.30762, 0.0)",52.4333,13.30762
"Newman, Eva E.",997697989,"Mount Vernon, NY u.a.","Heilbut, Charlotte",1940-1962,,,,
"Auburtin, A.",997720425,Düsseldorf,"Heilbut, Iwan",1949-1949,"Düsseldorf, North Rhine-Westphalia, Germany","(51.22172, 6.77616, 0.0)",51.22172,6.77616
"Spiegel, Paul",993007937,Düsseldorf,"Heilbut, Iwan",1963-1963,"Düsseldorf, North Rhine-Westphalia, Germany","(51.22172, 6.77616, 0.0)",51.22172,6.77616
"Omansen, Willibald",997737484,Bochum,"Heilbut, Iwan",1948-1948,"Bochum, North Rhine-Westphalia, Germany","(51.48165, 7.21648, 0.0)",51.48165,7.21648
"Pabst, Curt",997738707,Hof an der Saale,"Heilbut, Iwan",1948-1948,"Hof, Bavaria, Germany","(50.31297, 11.91261, 0.0)",50.31297,11.91261
"Paulsen, Anna",997959487,Schleswig,"Heilbut, Iwan",1948-1948,"Schleswig-Holstein, Schleswig-Holstein, Germany","(54.2, 9.75, 0.0)",54.2,9.75
"Perleberg, Gilbert",997966971,"Fort Lee, NJ","Heilbut, Iwan",1948-1949,"Fort Lee, New Jersey, United States","(40.85093, -73.97014, 0.0)",40.85093,-73.97014
"Perleberg, Gilbert",997967404,Wuppertal-Barmen,"Heilbut, Iwan",1968-1968,"Barmen, North Rhine-Westphalia, Germany","(51.27737, 7.19802, 0.0)",51.27737,7.19802
"Petrel, Malte",997967919,Neustadt bei Coburg,"Heilbut, Iwan",1953-1954,"Neustadt bei Coburg, Bavaria, Germany","(50.32975, 11.12058, 0.0)",50.32975,11.12058
"Pinthus, Kurt",997968788,"Washngton, DC","Heilbut, Iwan",1943-1943,,,,
"Pollak, Anneliese",997982810,Haifa,"Heilbut, Iwan",1965-1965,"Haifa, Haifa, Israel","(32.81841, 34.9885, 0.0)",32.81841,34.9885
"Gianolini, A.",1000245659,Haifa,"Heilbut, Iwan",1966-1967,"Haifa, Haifa, Israel","(32.81841, 34.9885, 0.0)",32.81841,34.9885
"Cartmell, Grace E.",998003425,"Queens, NY","Heilbut, Iwan",1942-1942,"Queens, New York, United States","(40.68149, -73.83652, 0.0)",40.68149,-73.83652
"Landshoff, Fritz H.",998003980,Amsterdam,"Heilbut, Iwan",1939-1940,"Amsterdam, North Holland, Netherlands","(52.37403, 4.88969, 0.0)",52.37403,4.88969
"Rothgiesser, Fritz",998369306,Amsterdam,"Heilbut, Iwan",1945-1945,"Amsterdam, North Holland, Netherlands","(52.37403, 4.88969, 0.0)",52.37403,4.88969
"Guter-Wackernagel, Erika",99590040X,Amsterdam,"Heilbut, Iwan",1950-1950,"Amsterdam, North Holland, Netherlands","(52.37403, 4.88969, 0.0)",52.37403,4.88969
"Barfoed, E. W.",993587259,Amsterdam,"Heilbut, Iwan",1945-1945,"Amsterdam, North Holland, Netherlands","(52.37403, 4.88969, 0.0)",52.37403,4.88969
"Giefer, Günter",998007439,Bremen u.a.,"Heilbut, Iwan",1960-1963,,,,
"Radt, Meta",998008745,Boulogne/Seine,"Heilbut, Iwan",1968-1969,"Boulogne-Billancourt, Île-de-France, France","(48.83545, 2.24128, 0.0)",48.83545,2.24128
"Rares, Alice",998107565,Bad Hofgastein,"Heilbut, Iwan",1963-1963,"Bad Hofgastein, Salzburg, Austria","(47.17274, 13.09871, 0.0)",47.17274,13.09871
"Regler, Gustav",998320285,Mexico,"Heilbut, Iwan",1948-1954,"Mexico, Mexico","(23.0, -102.0, 0.0)",23.0,-102.0
"Reisiger, Hans",998324922,Stuttgart-Vaihingen u.a.,"Heilbut, Iwan",1947-1954,,,,
"Richards, Clarinda",998327514,"Poughquag, NY","Heilbut, Iwan",1947-1947,"Poughquag, New York, United States","(41.60898, -73.6818, 0.0)",41.60898,-73.6818
"Richter, Stéphane",998328820,Saint Cloud (Paris),"Heilbut, Iwan",1961-1962,"Saint-Cloud, Île-de-France, France","(48.84598, 2.20289, 0.0)",48.84598,2.20289
"Rie, Robert",998329223,"Peoria, Ill.","Heilbut, Iwan",1951-1951,,,,
"Riedel, Otto",998330485,Härtensdorf bei Wildenfels,"Heilbut, Iwan",1948-1949,,,,
"Roßmann, Hermann",99835841X,Wörgl/Austria,"Heilbut, Iwan",1971-1971,"Wörgl, Tyrol, Austria","(47.48906, 12.06174, 0.0)",47.48906,12.06174
"Rothe, Hans",998359556,Kemnath,"Heilbut, Iwan",1967-1968,"Kemnath, Bavaria, Germany","(49.87007, 11.89077, 0.0)",49.87007,11.89077
"Baedeker, Peer",993529631,Kemnath,"Heilbut, Iwan",1965-1968,"Kemnath, Bavaria, Germany","(49.87007, 11.89077, 0.0)",49.87007,11.89077
"Rothenberg, Friedrich",998368938,"Paterson, NJ","Heilbut, Iwan",1946-1946,"Paterson, New Jersey, United States","(40.91677, -74.17181, 0.0)",40.91677,-74.17181
"Rottenberg, Salomea",998369632,"Weehawken, NJ","Heilbut, Iwan",1944-1946,"Weehawken, New Jersey, United States","(40.76955, -74.02042, 0.0)",40.76955,-74.02042
"Ruben, Margot",99837072X,Auckland,"Heilbut, Iwan",1948-1948,"Auckland, Auckland, New Zealand","(-36.84853, 174.76349, 0.0)",-36.84853,174.76349
"Ruminoff, Katia",998370797,"Elmhurst, NY","Heilbut, Iwan",1949-1949,"Elmhurst, New York, United States","(40.73649, -73.87791, 0.0)",40.73649,-73.87791
"Rupprecht, E. G.",998371106,Neustadt u.a.,"Heilbut, Iwan",1953-1962,,,,
"Hirsch, Rudolf",998387002,Saarbrücken,"Heilbut, Iwan",1963-1963,"Saarbrücken, Saarland, Germany","(49.23262, 7.00982, 0.0)",49.23262,7.00982
"Salm, Louise",998389188,"New York, NY u.a.","Heilbut, Iwan",1945-1945,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Sander, Ilse",998392340,"New York, NY u.a.","Heilbut, Charlotte",1945-1952,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Waldinger, Ernst",999645080,"New York, NY u.a.","Heilbut, Iwan",1942-1948,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Heilbut, Francis",996044825,"New York, NY u.a.","Heilbut, Iwan",1950-1960,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Bermann Fischer, Gottfried",993735002,"New York, NY u.a.","Heilbut, Iwan",1948-1949,"Brooklyn, New York, United States","(40.6501, -73.94958, 0.0)",40.6501,-73.94958
"Schack, Alard von",998393908,Rotenburg,"Heilbut, Iwan",1948-1948,"Rotenburg an der Fulda, Hesse, Germany","(50.99556, 9.72838, 0.0)",50.99556,9.72838
"Schaeffer, Albrecht",998394068,"Croton-on-Hudson, NY","Heilbut, Iwan",1945-1945,"Croton-on-Hudson, New York, United States","(41.20843, -73.89125, 0.0)",41.20843,-73.89125
"Elbau, Julius",994738706,"Croton-on-Hudson, NY","Heilbut, Iwan",1963-1963,"Croton-on-Hudson, New York, United States","(41.20843, -73.89125, 0.0)",41.20843,-73.89125
"Schaller, Margarete",998394548,Berlin-Steglitz,"Heilbut, Iwan",1958-1958,"Lichterfelde, Berlin, Germany","(52.4333, 13.30762, 0.0)",52.4333,13.30762
"Kottlange, Walter Paul",996673512,Berlin-Steglitz,"Heilbut, Iwan",1959-1959,"Lichterfelde, Berlin, Germany","(52.4333, 13.30762, 0.0)",52.4333,13.30762
"Schiebelhuth, Marie",998396362,Darmstadt,"Heilbut, Iwan",1948-1950,"Darmstadt, Hesse, Germany","(49.87167, 8.65027, 0.0)",49.87167,8.65027
"Schneekluth, Franz",994913028,Darmstadt,"Heilbut, Iwan",1956-1956,"Darmstadt, Hesse, Germany","(49.87167, 8.65027, 0.0)",49.87167,8.65027
"Krieger, Arnold",996722653,Darmstadt,"Heilbut, Iwan",1958-1958,"Darmstadt, Hesse, Germany","(49.87167, 8.65027, 0.0)",49.87167,8.65027
"Vietta, Egon",996742131,Darmstadt,"Heilbut, Iwan",1952-1952,"Darmstadt, Hesse, Germany","(49.87167, 8.65027, 0.0)",49.87167,8.65027
"Leonhard, Erna",996808523,Darmstadt,"Heilbut, Iwan",1966-1966,"Darmstadt, Hesse, Germany","(49.87167, 8.65027, 0.0)",49.87167,8.65027
"Schlösser, Manfred",992988071,Darmstadt,"Heilbut, Iwan",1960-1960,"Darmstadt, Hesse, Germany","(49.87167, 8.65027, 0.0)",49.87167,8.65027
"Scott, James A.",993391540,Darmstadt,"Heilbut, Iwan",1953-1953,"Darmstadt, Hesse, Germany","(49.87167, 8.65027, 0.0)",49.87167,8.65027
"Barlog, Boleslaw",998496529,Berlin-Charlottenburg,"Heilbut, Iwan",1955-1957,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Lothar, Frank",999434667,Berlin-Charlottenburg,"Heilbut, Iwan",1958-1958,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Behrend, Horst",999477897,Berlin-Charlottenburg,"Heilbut, Iwan",1960-1960,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Wagner, Elsa",999644904,Berlin-Charlottenburg,"Heilbut, Iwan",1960-1960,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Badekow, ...",99600565X,Berlin-Charlottenburg,"Heilbut, Iwan",1957-1957,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Gerstung, Lucie",994466870,Berlin-Charlottenburg,"Heilbut, Iwan",1955-1961,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Gildner, Jay W.",99338983X,Berlin-Charlottenburg,"Heilbut, Iwan",1958-1966,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Zarek, Otto",99362300X,Berlin-Charlottenburg,"Heilbut, Iwan",1955-1956,"Charlottenburg, Berlin, Germany","(52.51667, 13.28333, 0.0)",52.51667,13.28333
"Schmitt-Sulzthal, Rudolf",998510165,Gauting b. München u.a.,"Heilbut, Iwan",1953-1966,,,,
"Schnack, Anton",998513008,Kahl am Main,"Heilbut, Iwan",1948-1948,"Kahl am Main, Bavaria, Germany","(50.06981, 9.00553, 0.0)",50.06981,9.00553
"Schnack, Friedrich",998513245,Überlingen am Bodensee,"Heilbut, Iwan",1948-1948,"Überlingen am Ried, Baden-Württemberg, Germany","(47.73834, 8.8964, 0.0)",47.73834,8.8964
"Schneider, Georg",99851392X,Coburg,"Heilbut, Iwan",1948-1948,"Coburg, Bavaria, Germany","(50.25937, 10.96384, 0.0)",50.25937,10.96384
"Schneider, Reinhold",998515515,Freiburg im Breisgau,"Heilbut, Iwan",1948-1949,"Freiburg, Baden-Württemberg, Germany","(47.9959, 7.85222, 0.0)",47.9959,7.85222
"Sertorius, Lili",998773778,Freiburg im Breisgau,"Heilbut, Iwan",1948-1948,"Freiburg, Baden-Württemberg, Germany","(47.9959, 7.85222, 0.0)",47.9959,7.85222
"Heynicke, Kurt",999501461,Freiburg im Breisgau,"Heilbut, Iwan",1948-1948,"Freiburg, Baden-Württemberg, Germany","(47.9959, 7.85222, 0.0)",47.9959,7.85222
"Nash, Marian L.",993397840,Freiburg im Breisgau,"Heilbut, Iwan",1953-1960,"Freiburg, Baden-Württemberg, Germany","(47.9959, 7.85222, 0.0)",47.9959,7.85222
"Schneidt, Christl",998516090,Badgastein,"Heilbut, Iwan",1965-1965,,,,
"Schönberg, Frieda",998519510,"Baldwin, NY","Heilbut, Iwan",1961-1961,"Baldwin, New York, United States","(40.65649, -73.6093, 0.0)",40.65649,-73.6093
"Schönlank, Erich",998568074,Amsterdam u.a.,"Heilbut, Iwan",1940-1955,"Rijksmuseum Amsterdam, North Holland, Netherlands","(52.35999, 4.88536, 0.0)",52.35999,4.88536
"Schoepke, Helmut",998569038,Merseburg,"Heilbut, Iwan",1948-1949,"Merseburg, Saxony-Anhalt, Germany","(51.35478, 11.98923, 0.0)",51.35478,11.98923
"Schulze, Verena",998570737,Köln-Lindenthal,"Heilbut, Iwan",1962-1963,"University Cologne, North Rhine-Westphalia, Germany","(50.9282, 6.92826, 0.0)",50.9282,6.92826
"Ganzer, Karl",998593273,Augsburg,"Heilbut, Iwan",1955-1955,"Augsburg, Bavaria, Germany","(48.37154, 10.89851, 0.0)",48.37154,10.89851
"Schwarz, Hilde",998725870,Stockdorf bei München,"Heilbut, Iwan",1961-1961,,,,
"Seiderer, Hermann",998746371,Rosenheim,"Heilbut, Iwan",1968-1968,"Rosenheim, Bavaria, Germany","(47.85637, 12.12247, 0.0)",47.85637,12.12247
"Sellenthin, Hans Gerd",99874655X,Berlin-Lichtenrade u.a.,"Heilbut, Iwan",1959-1966,,,,
"Lehner, ...",1000374580,"Morgantown, W Va.","Heilbut, Iwan",1949-1949,,,,
"Wiechert, Ernst",999958879,Wolfratshausen,"Heilbut, Iwan",1948-1948,"Wolfratshausen, Bavaria, Germany","(47.91289, 11.42166, 0.0)",47.91289,11.42166
"Wolffheim, Hans",1000080439,Hamburg u.a.,"Heilbut, Iwan",1967-1970,"Hamburg, California, United States","(41.78291, -123.06032, 0.0)",41.78291,-123.06032
"Klausnitzer, Horst",994254245,Hamburg u.a.,"Heilbut, Iwan",1953-1966,"Hamburg, California, United States","(41.78291, -123.06032, 0.0)",41.78291,-123.06032
"Wolff, Andreas",1000083942,Berlin-Friedenau,"Heilbut, Iwan",1957-1957,"Friedenau, Berlin, Germany","(52.47133, 13.32813, 0.0)",52.47133,13.32813
"Wulff, Clara",1000084361,Überlingen,"Heilbut, Iwan",1948-1949,"Überlingen, Baden-Württemberg, Germany","(47.76977, 9.17136, 0.0)",47.76977,9.17136
"Wulff, Nellie",1000084671,São Paulo,"Heilbut, Iwan",1945-1945,"São Paulo, São Paulo, Brazil","(-23.5475, -46.63611, 0.0)",-23.5475,-46.63611
"Herzog, Florence",1000085503,"Mount Vernon, NY","Heilbut, Iwan",1941-1941,"Mount Vernon, New York, United States","(40.9126, -73.83708, 0.0)",40.9126,-73.83708
"Ward, Robert Elmer",1000086135,"Youngstown, Ohio","Heilbut, Iwan",1969-1969,"Youngstown, Ohio, United States","(41.09978, -80.64952, 0.0)",41.09978,-80.64952
"Zohn, Harry",1000106047,"Waltham, Mass.","Heilbut, Iwan",1952-1952,,,,
"Zuckmayer, Carl",1000109143,Chardonne sur Vevey,"Heilbut, Iwan",1948-1948,,,,
Verschiedene,1000297764,"Washington, DC","Heilbut, Iwan",1941-1972,"Washington, Washington, D.C., United States","(38.89511, -77.03637, 0.0)",38.89511,-77.03637
"Cohen, Myer",999443992,"Washington, DC","Heilbut, Iwan",1946-1946,"Washington, Washington, D.C., United States","(38.89511, -77.03637, 0.0)",38.89511,-77.03637
"Bundy, Frederic O.",999446258,"Washington, DC","Heilbut, Iwan",1946-1950,"Washington, Washington, D.C., United States","(38.89511, -77.03637, 0.0)",38.89511,-77.03637
"Davis, Elmer",99947054X,"Washington, DC","Heilbut, Iwan",1944-1944,"Washington, Washington, D.C., United States","(38.89511, -77.03637, 0.0)",38.89511,-77.03637
"Hilldring, John A.",999475088,"Washington, DC","Heilbut, Iwan",1946-1948,"Washington, Washington, D.C., United States","(38.89511, -77.03637, 0.0)",38.89511,-77.03637
"Cooke, Eleanor B.",994434197,"Washington, DC","Heilbut, Iwan",1941-1948,"Washington, Washington, D.C., United States","(38.89511, -77.03637, 0.0)",38.89511,-77.03637
"Heilbut, Iwan",1001128710,Salzburg,"Altmann, Manfred",1963-1969,"Salzburg, Salzburg, Austria","(47.79941, 13.04399, 0.0)",47.79941,13.04399
"Deutsch, Ernst",994450273,Salzburg,"Heilbut, Iwan",1952-1960,"Salzburg, Salzburg, Austria","(47.79941, 13.04399, 0.0)",47.79941,13.04399
"Heilbut, Iwan",993484506,Tübingen,"Merkel, H.",1953-1953,"Tübingen, Baden-Württemberg, Germany","(48.52266, 9.05222, 0.0)",48.52266,9.05222
"Maskow, Ilse",993481809,Tübingen,"Heilbut, Iwan",1953-1953,"Tübingen, Baden-Württemberg, Germany","(48.52266, 9.05222, 0.0)",48.52266,9.05222
"Struß, Dieter",998779458,Gütersloh,"Heilbut, Iwan",1960-1960,"Gütersloh, North Rhine-Westphalia, Germany","(51.90693, 8.37853, 0.0)",51.90693,8.37853
"Simundt, Anna Maria",998784478,Regensburg,"Heilbut, Iwan",1953-1954,"Regensburg, Bavaria, Germany","(49.01513, 12.10161, 0.0)",49.01513,12.10161
"Barker, James R.",993480411,Regensburg,"Heilbut, Iwan",1953-1959,"Regensburg, Bavaria, Germany","(49.01513, 12.10161, 0.0)",49.01513,12.10161
"Slawinski-Stiller, Gabriele",998814016,Ulm,"Heilbut, Iwan",1950-1950,"Ulm, Baden-Württemberg, Germany","(48.39841, 9.99155, 0.0)",48.39841,9.99155
"Deharde, Gustav",999224131,Ulm,"Heilbut, Iwan",1952-1952,"Ulm, Baden-Württemberg, Germany","(48.39841, 9.99155, 0.0)",48.39841,9.99155
"Scholl, Inge",999439111,Ulm,"Heilbut, Iwan",1949-1950,"Ulm, Baden-Württemberg, Germany","(48.39841, 9.99155, 0.0)",48.39841,9.99155
"Bröger, Friedrich",999224522,Nürnberg,"Heilbut, Iwan",1952-1953,"Nuremberg, Bavaria, Germany","(49.45421, 11.07752, 0.0)",49.45421,11.07752
